,App,Category,Rating,Reviews,Size,Installs,Type,Price,Content Rating,Genres,Last Updated,Current Ver,Android Ver
7269,Cacique CF,SPORTS,4.3,19,3500000.0,100.0,Free,0.0,Everyone,Sports,"October 10, 2016",01e,4.0.3 and up
7270,CF Townsville,HEALTH_AND_FITNESS,5.0,4,14000000.0,100.0,Free,0.0,Everyone,Health & Fitness,"July 9, 2018",4.2.2,4.1 and up
7271,CF Church,FAMILY,4.3,1,8700000.0,50.0,Free,0.0,Teen,Education,"June 26, 2018",3.8.0,4.1 and up
7272,CF Etowah,HEALTH_AND_FITNESS,4.5,0,8800000.0,100.0,Free,0.0,Everyone,Health & Fitness,"July 9, 2018",4.2.2,4.1 and up
7273,"Cystic Fibrosis Symptoms, Doctors & Treatments",HEALTH_AND_FITNESS,4.7,6,9700000.0,100.0,Free,0.0,Teen,Health & Fitness,"April 24, 2018",1.0.7,5.0 and up
7274,Málaga CF Wallpapers 4 Fans,LIFESTYLE,4.2,2,3100000.0,10.0,Free,0.0,Everyone,Lifestyle,"May 22, 2018",1.0,4.0 and up
7275,Cluster CF,SPORTS,4.3,10,3200000.0,100.0,Free,0.0,Everyone,Sports,"July 15, 2018",4.11,4.1 and up
7276,CF Themis,HEALTH_AND_FITNESS,4.5,0,8500000.0,100.0,Free,0.0,Everyone,Health & Fitness,"July 12, 2018",3.1.2,4.1 and up
7277,Imperium CF,SPORTS,4.3,9,3500000.0,500.0,Free,0.0,Everyone,Sports,"March 22, 2017",01e,4.0.3 and up
7278,Azulones Getafe CF Fans,SPORTS,4.3,4,7800000.0,100.0,Free,0.0,Teen,Sports,"March 25, 2017",2.3.11,2.3.3 and up
7279,CF Riga,HEALTH_AND_FITNESS,4.5,12,11000000.0,100.0,Free,0.0,Everyone,Health & Fitness,"July 9, 2018",4.2.2,4.1 and up
7280,Casa CF,HEALTH_AND_FITNESS,4.7,12,6300000.0,500.0,Free,0.0,Everyone,Health & Fitness,"July 12, 2018",3.1.2,4.1 and up
7291,CG Prints,PHOTOGRAPHY,5.0,1,2300000.0,100.0,Free,0.0,Everyone,Photography,"January 24, 2017",1.0.5,4.3 and up
7294,Somos CG,PRODUCTIVITY,4.3,2,18000000.0,100.0,Free,0.0,Everyone,Productivity,"April 26, 2018",1.2.0,4.1 and up
7296,CG Smart,SPORTS,4.3,2,1500000.0,100.0,Free,0.0,Everyone,Sports,"August 12, 2016",1.4,4.0.3 and up
7298,CG Wallpapers,FAMILY,4.5,11,3500000.0,500.0,Free,0.0,Mature 17+,Entertainment,"June 19, 2018",12.1,4.0.3 and up
7299,Best CG Backgrounds,FAMILY,3.6,8,3700000.0,500.0,Free,0.0,Everyone,Entertainment,"May 20, 2018",8.0,4.0.3 and up
7305,CG 3D Model Viewer: view 3D models interactively,TOOLS,4.2,0,10000000.0,100.0,Free,0.0,Everyone,Tools,"July 26, 2018",1.0.4.91,4.4 and up
7306,CG Wizard,TOOLS,4.2,6,1300000.0,100.0,Free,0.0,Everyone,Tools,"May 22, 2018",1.6d,5.0 and up
7307,CG FM,FAMILY,5.0,2,6600000.0,500.0,Free,0.0,Everyone,Entertainment,"January 31, 2018",1.0.9,4.1 and up
7308,ASCP® CG Exam Flashcards 2018,FAMILY,4.3,0,4099999.9999999995,100.0,Free,0.0,Everyone,Education,"June 13, 2017",1.0,4.3 and up
7309,Best CG views,FAMILY,4.2,4,2500000.0,100.0,Free,0.0,Teen,Entertainment,"June 24, 2015",5.1,3.0 and up
7312,Best CG Photography,FAMILY,4.3,1,2500000.0,500.0,Free,0.0,Unrated,Entertainment,"June 24, 2015",5.2,3.0 and up
7317,CG Vidhansabha Chunav 2018,NEWS_AND_MAGAZINES,4.2,0,3400000.0,100.0,Free,0.0,Teen,News & Magazines,"April 12, 2018",8.1,4.0.3 and up
7318,gps tracker cg,TOOLS,4.2,0,1400000.0,50.0,Free,0.0,Everyone,Tools,"May 27, 2017",1.0,4.1 and up
7319,CG Backgrounds,FAMILY,4.0,8,3600000.0,500.0,Free,0.0,Everyone,Entertainment,"June 19, 2018",8.1,4.0.3 and up
7321,CG Jobs,FAMILY,5.0,8,14000000.0,10.0,Free,0.0,Everyone,Education,"August 1, 2018",1.1,4.2 and up
7322,music (CG),FAMILY,4.3,0,99000000.0,50.0,Free,0.0,Everyone,Entertainment,"April 24, 2018",1.0,4.1 and up
7335,Dive-Store.ch,SPORTS,4.3,0,6300000.0,5.0,Paid,1.99,Everyone,Sports,"July 25, 2018",2.0.4,4.0 and up
7339,"Reading Race 1b: sh, ch words",FAMILY,4.3,2,76000000.0,50.0,Paid,3.99,Everyone,Educational;Education,"January 8, 2016",1.01,4.0 and up
7340,Calvary.ch App,LIFESTYLE,4.4,10,7700000.0,500.0,Free,0.0,Teen,Lifestyle,"June 25, 2018",3.8.0,4.1 and up
7342,Speech Therapy: CH,FAMILY,4.3,0,14000000.0,10.0,Paid,1.99,Everyone,Education,"October 8, 2016",1.0,2.3.3 and up
7346,ch-mm Dict,BOOKS_AND_REFERENCE,4.5,0,1400000.0,10.0,Paid,1.96,Everyone,Books & Reference,"July 18, 2014",1.0,2.3 and up
7348,waut.ch!,FAMILY,4.5,10,2500000.0,100.0,Free,0.0,Everyone,Educational,"June 30, 2018",fcbd82b2-dd5b-41d2-af62-432271c42921,2.0 and up
7367,"Startupticker.ch News, Events",NEWS_AND_MAGAZINES,5.0,4,10000000.0,100.0,Free,0.0,Everyone,News & Magazines,"July 23, 2018",2.0.0,4.4 and up
7369,Green Build - An unofficial Travis CI client,TOOLS,3.9,7,3200000.0,100.0,Free,0.0,Everyone,Tools,"June 6, 2018",1.2.1,5.0 and up
7370,mySharpBranded CI Test,TOOLS,4.2,0,898000.0,1.0,Free,0.0,Everyone,Tools,"October 4, 2017",1.0.7,4.2 and up
7371,Valmet CI Tool,BUSINESS,4.3,1,3700000.0,500.0,Free,0.0,Everyone,Business,"March 13, 2018",0.0.6,4.0 and up
7376,Supply Travis-CI POC,LIBRARIES_AND_DEMO,4.2,0,1200000.0,10.0,Free,0.0,Everyone,Libraries & Demo,"July 20, 2016",1.0.7,4.0.3 and up
7377,CI 174 Gray Icon Pack,PERSONALIZATION,5.0,1,46000000.0,10.0,Paid,0.99,Everyone,Personalization,"May 21, 2018",1.1,4.1 and up
7378,CI Crew,FAMILY,4.3,1,30000000.0,100.0,Free,0.0,Everyone,Entertainment,"March 8, 2018",0.7,2.3.3 and up
7380,CI Staff App,LIFESTYLE,4.2,0,10000000.0,10.0,Free,0.0,Everyone,Lifestyle,"October 4, 2017",1.0.7,4.1 and up
7382,1st Fed CI Mobile Banking,FINANCE,4.3,0,31000000.0,500.0,Free,0.0,Everyone,Finance,"September 29, 2016",6.0.0.1775,4.1 and up
7383,Thistletown CI,PRODUCTIVITY,1.0,1,6600000.0,100.0,Free,0.0,Everyone,Productivity,"March 15, 2018",41.9,4.1 and up
7384,All-night drugstore CI & Price,HEALTH_AND_FITNESS,4.5,0,5100000.0,10.0,Paid,0.99,Everyone,Health & Fitness,"November 27, 2017",3.0.2.0,1.6 and up
7386,RGN CI-Control,BUSINESS,4.3,0,6000000.0,50.0,Free,0.0,Everyone,Business,"May 28, 2018",1.2,4.1 and up
7387,CI Time,PRODUCTIVITY,4.3,4,2500000.0,100.0,Free,0.0,Everyone,Productivity,"March 17, 2017",1.2.392,4.0 and up
7388,CI View,BUSINESS,4.3,2,9900000.0,100.0,Free,0.0,Everyone,Business,"April 19, 2017",2.9,4.1 and up
7389,Ci - Logistics Group,BUSINESS,4.3,1,10000000.0,50.0,Free,0.0,Everyone,Business,"March 4, 2015",1.0.0,4.0 and up
7390,CI Attendance,PRODUCTIVITY,4.3,0,172000.0,5.0,Paid,0.99,Everyone,Productivity,"August 17, 2013",1.0.0,3.1 and up
7394,CI Stream,VIDEO_PLAYERS,4.2,0,14000000.0,10.0,Free,0.0,Everyone,Video Players & Editors,"July 12, 2018",1.0,4.4 and up
7398,CI Capital - Dynamic,FINANCE,4.8,4,5100000.0,50.0,Free,0.0,Everyone,Finance,"May 23, 2018",1.0.17.0423,5.0 and up
7400,CI SA,BUSINESS,4.3,0,10000000.0,10.0,Free,0.0,Everyone,Business,"June 11, 2018",1.0.2,4.1 and up
7401,Mesure CI,TOOLS,4.2,9,6600000.0,500.0,Free,0.0,Everyone,Tools,"October 4, 2016",1.0.1,4.0 and up
7402,Trovami se ci riesci,GAME,5.0,11,6100000.0,10.0,Free,0.0,Everyone,Arcade,"March 11, 2017",0.1,2.3 and up
7409,CI CAFETERIAS UBER,PRODUCTIVITY,4.3,0,2800000.0,100.0,Free,0.0,Everyone,Productivity,"June 11, 2018",18.6.5,4.4 and up
7411,CI On The Go,NEWS_AND_MAGAZINES,3.0,2,14000000.0,100.0,Free,0.0,Everyone,News & Magazines,"July 18, 2018",v4.30.0.8,5.0 and up
7418,CJ Gospel Hour,SOCIAL,5.0,7,18000000.0,100.0,Free,0.0,Everyone,Social,"July 25, 2018",1.0,4.4 and up
7420,CJ Camcorder,VIDEO_PLAYERS,4.7,3,2800000.0,500.0,Free,0.0,Everyone,Video Players & Editors,"November 26, 2017",1.0,4.0 and up
7422,CJ'S TIRE AND AUTO INC.,PRODUCTIVITY,5.0,5,11000000.0,100.0,Free,0.0,Everyone,Productivity,"May 30, 2018",1.0.1,4.1 and up
7423,CJ Browser - Fast & Private,COMMUNICATION,4.2,5,15000000.0,100.0,Free,0.0,Everyone,Communication,"November 7, 2017",1.0,4.0 and up
7427,CJ DVD Rentals,COMMUNICATION,1.0,5,13000000.0,100.0,Free,0.0,Everyone,Communication,"October 6, 2017",1.0,4.1 and up
7432,CJ Apps,BUSINESS,4.3,0,24000000.0,10.0,Free,0.0,Everyone,Business,"April 10, 2018",2.1,4.1 and up
7433,The CJ Rubric,HEALTH_AND_FITNESS,5.0,5,43000000.0,100.0,Free,0.0,Everyone,Health & Fitness,"December 5, 2017",The CJ Rubric 7.12.0,4.1 and up
7434,Pekalongan CJ,SOCIAL,4.3,0,5900000.0,0.0,Free,0.0,Teen,Social,"July 21, 2018",0.0.1,4.4 and up
7435,CJ's Coffee Cafe,TRAVEL_AND_LOCAL,5.0,6,2400000.0,500.0,Free,0.0,Everyone,Travel & Local,"August 21, 2017",7.5.0,4.0.3 and up
7439,CJ Wilson's ZoomZoomnation,PRODUCTIVITY,4.0,4,8199999.999999999,500.0,Free,0.0,Everyone,Productivity,"July 11, 2018",3.5.3,4.0.3 and up
7440,C J Academy,FAMILY,4.3,0,5200000.0,10.0,Free,0.0,Everyone,Education,"April 2, 2018",1.0,4.4 and up
7442,Sir C J New Primary School,FAMILY,5.0,3,9200000.0,100.0,Free,0.0,Everyone,Education,"July 25, 2018",1.0.10,4.0 and up
7444,CJ the REALTOR,BUSINESS,5.0,1,4200000.0,10.0,Free,0.0,Everyone,Business,"May 31, 2017",1.0.8,4.0.3 and up
7445,CJ Infinity,FOOD_AND_DRINK,4.3,0,16000000.0,10.0,Free,0.0,Everyone,Food & Drink,"January 5, 2018",1.1,4.1 and up
7447,CJ IT ApS,BUSINESS,4.3,0,18000000.0,10.0,Free,0.0,Everyone,Business,"July 2, 2015",1.31.62.109,4.0 and up
7448,CJ Auto école,FAMILY,4.3,0,12000000.0,50.0,Free,0.0,Everyone,Education,"June 24, 2014",1.0,2.2 and up
7460,Calvin Klein Petite Dresses,BEAUTY,4.3,0,3700000.0,500.0,Free,0.0,Everyone,Beauty,"March 23, 2018",1,4.1 and up
7464,CK Eorzea Timepiece,PERSONALIZATION,3.2,8,5300000.0,100.0,Free,0.0,Everyone,Personalization,"June 5, 2015",1.1,4.3 and up
7465,F*ck This Game,GAME,4.6,8,6300000.0,100.0,Paid,0.99,Teen,Action,"July 18, 2015",1.0.0,2.3 and up
7466,211:CK,GAME,5.0,8,38000000.0,10.0,Paid,0.99,Teen,Arcade,"April 11, 2018",1.3,4.1 and up
7471,CK Multimedia - Gaming Accessories,SHOPPING,4.7,10,2000000.0,500.0,Free,0.0,Everyone,Shopping,"February 3, 2017",1.5,3.0 and up
7472,CK SKILLZ,HEALTH_AND_FITNESS,4.5,0,8600000.0,50.0,Free,0.0,Everyone,Health & Fitness,"May 15, 2018",1.1.7,4.1 and up
7475,211:CK Lite,GAME,4.3,3,39000000.0,10.0,Free,0.0,Mature 17+,Action,"September 22, 2017",1.0,4.1 and up
7476,CK Life,HEALTH_AND_FITNESS,4.5,3,60000000.0,100.0,Free,0.0,Teen,Health & Fitness,"August 2, 2018",2.0.0,4.4 and up
7477,USMLE Step 2 CK Flashcards,FAMILY,5.0,1,40000000.0,10.0,Paid,19.99,Everyone,Education,"May 26, 2014",2.47,2.2 and up
7482,Tic Tac CK,FAMILY,5.0,3,13000000.0,10.0,Free,0.0,Everyone,Puzzle,"July 3, 2018",1.0,4.0.3 and up
7483,CK Pharmacies,HEALTH_AND_FITNESS,2.7,3,9400000.0,100.0,Free,0.0,Everyone 10+,Health & Fitness,"June 28, 2018",7.4.8,4.0.3 and up
7485,CK Call NEW,COMMUNICATION,4.3,0,4200000.0,10.0,Free,0.0,Everyone,Communication,"April 26, 2017",3.8.8,2.2 and up
7486,Ck Coif,LIFESTYLE,4.2,0,22000000.0,10.0,Free,0.0,Everyone,Lifestyle,"April 30, 2016",1.0,2.3 and up
7493,CK Active,HEALTH_AND_FITNESS,4.5,0,9700000.0,10.0,Free,0.0,Everyone,Health & Fitness,"February 27, 2018",3.0.6,4.0 and up
7494,USMLE CK Clinical Knowledge Flashcards 2018 Ed,FAMILY,4.3,0,3600000.0,5.0,Free,0.0,Everyone,Education,"June 21, 2018",1.0,4.0.3 and up
7502,CL 2NE1 Wallpaper KPOP Fans HD,PERSONALIZATION,4.4,7,3400000.0,100.0,Free,0.0,Everyone,Personalization,"May 19, 2018",1.1.1,4.0 and up
7503,CL 2ne1 Wallpaper KPOP HD Best,PERSONALIZATION,4.4,3,3400000.0,10.0,Free,0.0,Everyone,Personalization,"July 9, 2018",1.1.1,4.0 and up
7504,FREE CHATS C.L.,COMMUNICATION,4.3,4,3400000.0,10.0,Paid,0.99,Mature 17+,Communication,"February 12, 2018",11,4.0.3 and up
7505,CL 2ne1 Wallpaper KPOP UHD Fans,PERSONALIZATION,4.4,1,3400000.0,10.0,Free,0.0,Everyone,Personalization,"July 15, 2018",1.1.1,4.0 and up
7517,CL Notifier,TOOLS,5.0,36,3200000.0,100.0,Free,0.0,Teen,Tools,"August 2, 2017",1.0,4.0 and up
7521,New CL 2ne1 Wallpaper KPOP live,PERSONALIZATION,4.4,0,3400000.0,1.0,Free,0.0,Everyone,Personalization,"August 1, 2018",1.1.1,4.0 and up
7522,CL 2ne1 Wallpaper KPOP Fans All,PERSONALIZATION,4.4,0,3400000.0,1.0,Free,0.0,Everyone,Personalization,"July 29, 2018",1.1.1,4.0 and up
7523,CL-Phlebotomist,MEDICAL,4.7,19,7300000.0,100.0,Free,0.0,Everyone,Medical,"June 16, 2018",1.0.23,4.1 and up
7524,New: CL-150,FAMILY,2.8,4,4200000.0,500.0,Free,0.0,Everyone,Education,"July 25, 2018",1.2.0,5.0 and up
7526,CL-Customer Care,HEALTH_AND_FITNESS,4.5,2,6800000.0,5.0,Free,0.0,Everyone,Health & Fitness,"June 14, 2018",1.3,4.0.3 and up
7528,MPS CL,TOOLS,4.2,1,3200000.0,10.0,Free,0.0,Everyone,Tools,"May 24, 2018",1.0.3,4.0.3 and up
7529,Turnotronik CL,TOOLS,4.2,1,3300000.0,10.0,Free,0.0,Everyone,Tools,"May 24, 2018",1.0.3,4.0.3 and up
7531,E2CR CL,LIFESTYLE,4.2,0,25000000.0,10.0,Free,0.0,Everyone,Lifestyle,"June 30, 2017",1.0,4.1 and up
7532,Wallpapers Mercedes Benz CL,PERSONALIZATION,4.4,2,12000000.0,100.0,Free,0.0,Teen,Personalization,"March 5, 2017",1.0,4.1 and up
7533,Color CL,LIFESTYLE,5.0,2,1300000.0,100.0,Free,0.0,Everyone,Lifestyle,"February 2, 2017",1.01,4.0.3 and up
7534,CL Strength,HEALTH_AND_FITNESS,5.0,3,40000000.0,50.0,Free,0.0,Everyone,Health & Fitness,"June 27, 2018",CL Strength 7.12.1,4.1 and up
7535,CL-App,MEDICAL,4.7,6,5200000.0,100.0,Free,0.0,Everyone,Medical,"February 17, 2017",1.1,4.0 and up
7565,Calculator CM,TOOLS,4.4,8,1800000.0,500.0,Free,0.0,Everyone,Tools,"March 9, 2015",1.0,2.3 and up
7580,OMEGA Black UI Theme - CM 12+,PERSONALIZATION,4.2,12,19000000.0,100.0,Paid,0.99,Everyone,Personalization,"August 20, 2015",1.0,5.0 and up
7581,In to cm,TOOLS,4.2,0,2300000.0,10.0,Free,0.0,Everyone,Tools,"April 5, 2018",1.1,4.0.3 and up
7623,CN Resident,FAMILY,5.0,1,64000000.0,100.0,Free,0.0,Everyone,Entertainment,"May 22, 2017",40.10,4.1 and up
7629,Wuwu & Co.,FAMILY,4.3,9,77000000.0,100.0,Paid,2.99,Everyone,Books & Reference;Creativity,"March 22, 2017",2.49,4.1 and up
7652,Co-Dependents Anonymous,LIFESTYLE,4.2,0,12000000.0,500.0,Free,0.0,Everyone,Lifestyle,"February 28, 2018",1.0.1,4.1 and up
7659,Holl & Co Barbers,LIFESTYLE,4.7,12,6000000.0,500.0,Free,0.0,Everyone,Lifestyle,"February 26, 2018",4.9.940,4.0 and up
7663,CO CASE Events,FAMILY,4.3,0,54000000.0,100.0,Free,0.0,Everyone,Education,"January 30, 2018",1.3,4.1 and up
7673,CP Channel,FAMILY,4.6,7,12000000.0,500.0,Free,0.0,Everyone 10+,Education,"March 21, 2018",1.1.0,4.1 and up
7681,CP-Care Mobile,FAMILY,4.3,1,16000000.0,10.0,Free,0.0,Everyone,Education,"June 20, 2018",1,4.0 and up
7691,CP Connect 2.0,PRODUCTIVITY,4.3,0,5800000.0,500.0,Free,0.0,Everyone,Productivity,"August 17, 2017",3.9.4,4.0.3 and up
7692,Evolution CP,FAMILY,3.6,13,4700000.0,500.0,Free,0.0,Everyone,Entertainment,"September 4, 2016",1.0.2,4.0.3 and up
7694,CP Smart Check List,PERSONALIZATION,4.4,1,3900000.0,10.0,Free,0.0,Everyone,Personalization,"August 14, 2017",0.0.1,4.1 and up
7696,Foothills CP,FAMILY,5.0,4,7800000.0,100.0,Free,0.0,Teen,Education,"June 25, 2018",3.8.0,4.1 and up
7697,CP Installer App,BUSINESS,5.0,4,24000000.0,100.0,Free,0.0,Everyone,Business,"July 24, 2018",5.1.1,4.1 and up
7698,CP Trivia,GAME,5.0,5,12000000.0,100.0,Free,0.0,Everyone,Trivia,"August 6, 2018",0.99,5.0 and up
7702,CP Cloud,BUSINESS,4.3,3,5400000.0,100.0,Free,0.0,Everyone,Business,"July 24, 2018",2.5,4.4 and up
7703,GO CP Evolution Calculator,FAMILY,4.3,5,2400000.0,100.0,Free,0.0,Everyone,Entertainment,"January 29, 2017",1.0,4.0.3 and up
7705,CP Calculator - Poke Go Calc,FAMILY,4.1,7,22000000.0,500.0,Free,0.0,Everyone,Entertainment,"September 17, 2016",1.1,4.2 and up
7706,Contents Provider(C.P.)Explorer,TOOLS,4.0,1,1200000.0,100.0,Free,0.0,Everyone,Tools,"June 20, 2018",5.0,3.0 and up
7707,Cp Calculator for Evolution:GO,FAMILY,4.8,124,2500000.0,500.0,Free,0.0,Everyone,Entertainment,"August 23, 2016",1.2,4.2 and up
7709,CP Brown English-Telugu Dictionary,FAMILY,4.4,8,6800000.0,500.0,Free,0.0,Everyone,Education,"November 10, 2017",3.0,4.0 and up
7710,CP Parquet,LIFESTYLE,4.2,2,1200000.0,100.0,Free,0.0,Everyone,Lifestyle,"May 11, 2016",1.0.2,4.0 and up
7712,C.P. CERVANTES (TOBARRA),SOCIAL,4.3,0,4900000.0,5.0,Free,0.0,Everyone,Social,"July 24, 2018",8.2,4.0.3 and up
7714,Meu Calendário CP,TOOLS,4.2,37,6500000.0,100.0,Free,0.0,Everyone,Tools,"August 5, 2018",1.55.4,4.0.3 and up
7720,CQ Key,TOOLS,4.2,0,1700000.0,100.0,Free,0.0,Everyone,Tools,"April 26, 2018",1.03,4.0 and up
7724,CQ-Alert,COMMUNICATION,4.3,3,8100000.0,500.0,Free,0.0,Everyone,Communication,"November 28, 2016",5.5.0,4.0 and up
7725,SDA Collegiate Quarterly,BOOKS_AND_REFERENCE,4.5,8,5100000.0,500.0,Free,0.0,Everyone,Books & Reference,"July 13, 2018",1.2,4.4 and up
7726,CQ SIGNAL PRO 5,FINANCE,4.3,0,1600000.0,10.0,Free,0.0,Everyone,Finance,"April 17, 2017",4.0,4.1 and up
7727,CQ: Lost In Transmission,GAME,4.2,4,61000000.0,10.0,Free,0.0,Everyone,Action,"May 13, 2018",1.1,4.4 and up
7728,HR Team CQ Region Ed Qld,BUSINESS,4.3,0,4099999.9999999995,500.0,Free,0.0,Everyone,Business,"January 12, 2018",3.8,4.0.3 and up
7731,CQ ESPM,BUSINESS,5.0,2,3400000.0,5.0,Free,0.0,Everyone,Business,"June 3, 2017",1.0.1,4.1 and up
7732,SHUTTLLS CQ - Connect Ride Go,TRAVEL_AND_LOCAL,4.3,0,18000000.0,5.0,Free,0.0,Everyone,Travel & Local,"April 26, 2018",4.6.2100,4.3 and up
7735,CQ Ukraine,PRODUCTIVITY,4.3,0,9100000.0,10.0,Free,0.0,Everyone,Productivity,"June 25, 2018",1.17.0,4.1 and up
7737,CQ Electrical Group,PRODUCTIVITY,4.3,0,14000000.0,1.0,Free,0.0,Everyone,Productivity,"July 19, 2018",1.0.0,4.1 and up
7738,10 WPM Amateur ham radio CW Morse code trainer,COMMUNICATION,3.5,10,3800000.0,100.0,Paid,1.49,Everyone,Communication,"May 12, 2018",2.1.4,2.1 and up
7745,25WPM Amateur ham radio Koch CW Morse code trainer,TOOLS,4.2,0,3700000.0,10.0,Paid,1.49,Everyone,Tools,"May 18, 2018",2.0.3,2.1 and up
7747,Cypress College Library,BOOKS_AND_REFERENCE,4.5,0,2100000.0,100.0,Free,0.0,Everyone,Books & Reference,"December 7, 2015",4.7.2,1.6 and up
7748,Create My App,BUSINESS,4.3,0,11000000.0,10.0,Free,0.0,Everyone,Business,"April 24, 2018",1.0.5,4.1 and up
7754,CricQuick,SPORTS,5.0,17,1500000.0,50.0,Free,0.0,Everyone,Sports,"December 8, 2017",1.0,4.0.3 and up
7756,iReadMe,PRODUCTIVITY,5.0,8,22000000.0,100.0,Free,0.0,Everyone,Productivity,"March 6, 2018",1.5,4.4 and up
7757,Global Shop,BUSINESS,4.3,0,3300000.0,50.0,Free,0.0,Everyone,Business,"February 23, 2018",1.1.0,4.0 and up
7759,QC,FAMILY,4.3,4,34000000.0,100.0,Free,0.0,Everyone,Puzzle,"October 5, 2016",1.0,4.0.3 and up
7769,Clash Soundboard For CR & COC,FAMILY,4.3,13,26000000.0,500.0,Free,0.0,Everyone,Entertainment,"January 3, 2018",1.1,4.0.3 and up
7774,DCUO|CR Calculator Pro,TOOLS,4.6,82,1700000.0,500.0,Paid,0.99,Everyone,Tools,"August 14, 2017",3.3,3.0 and up
7775,Servidor Privado CR y CoC - Royale Servers PRO,TOOLS,4.2,55,4300000.0,100.0,Paid,1.99,Everyone,Tools,"December 24, 2017",1.0.3,2.3 and up
7776,Stats CR Clan for Clash Royale,FAMILY,3.8,16,9900000.0,100.0,Free,0.0,Everyone,Entertainment,"July 25, 2018",1.2.9,4.1 and up
7787,CR -Call Recorder,TOOLS,4.2,4,3100000.0,100.0,Free,0.0,Everyone,Tools,"September 19, 2017",2.0,4.1 and up
7790,CR Monitor,AUTO_AND_VEHICLES,4.3,1,2800000.0,5.0,Free,0.0,Everyone,Auto & Vehicles,"April 27, 2018",1.0,4.0 and up
7792,Jetting for Honda CR dirt bike,SPORTS,4.1,7,3400000.0,100.0,Paid,3.49,Everyone,Sports,"April 13, 2016",2.2,3.0 and up
7798,Jeppesen CR Flight Computer,MAPS_AND_NAVIGATION,3.3,3,26000000.0,100.0,Paid,9.99,Everyone,Maps & Navigation,"October 5, 2016",1.0.8,4.4 and up
7799,Cr Aviation Academy,FAMILY,5.0,7,22000000.0,100.0,Free,0.0,Everyone,Education,"August 9, 2017",1.0,4.1 and up
7800,The ClubHouse CR,HEALTH_AND_FITNESS,4.5,5,8700000.0,100.0,Free,0.0,Everyone,Health & Fitness,"July 9, 2018",4.2.2,4.1 and up
7801,CR-V Service Manual,AUTO_AND_VEHICLES,4.2,12,88000000.0,500.0,Free,0.0,Everyone,Auto & Vehicles,"February 19, 2018",1.2,4.1 and up
7805,CR Tracker for Chests,TOOLS,5.0,6,4500000.0,50.0,Free,0.0,Everyone,Tools,"June 5, 2018",1.0.2,4.1 and up
7806,CR Magazine,BUSINESS,1.0,1,7800000.0,100.0,Free,0.0,Everyone,Business,"July 23, 2014",2.4.2,2.3.3 and up
7822,Asiimov Skin - CS GO Icon Pack,PERSONALIZATION,4.6,26,8500000.0,100.0,Paid,2.49,Everyone,Personalization,"December 3, 2017",5.0.1,4.0.3 and up
7827,CS,BUSINESS,4.3,5,8300000.000000001,100.0,Free,0.0,Everyone,Business,"August 13, 2015",Release 1.0,4.1 and up
7832,CS go bomb simulator,FAMILY,4.3,7,28000000.0,10.0,Paid,0.99,Everyone,Casual,"May 21, 2018",1.01,4.1 and up
7837,DU CS Lectures - Learn to Code for Free,FAMILY,4.8,16,7800000.0,100.0,Free,0.0,Everyone,Education,"July 29, 2018",4.0,4.1 and up
7843,GATE 21 years CS Papers(2011-2018 Solved),BOOKS_AND_REFERENCE,4.5,1,34000000.0,50.0,Free,0.0,Everyone,Books & Reference,"July 24, 2018",3.0,4.1 and up
7854,Philips IQon Spectral CT Fundamentals.,MEDICAL,4.3,2,77000000.0,100.0,Free,0.0,Everyone,Medical,"September 21, 2017",1.0.0,4.0 and up
7862,Emergency Brain CT,MEDICAL,4.3,2,19000000.0,10.0,Paid,0.99,Everyone,Medical,"April 17, 2018",1.0.0,4.1 and up
7865,CT Brain Interpretation,FAMILY,5.0,3,29000000.0,500.0,Free,0.0,Everyone,Education,"July 4, 2018",5.0.16,4.0 and up
7873,Trauma CT Head Rules,MEDICAL,4.3,2,1400000.0,100.0,Free,0.0,Everyone,Medical,"April 23, 2017",1.1,4.0.3 and up
7874,CT Head Basic Interpretation,FAMILY,4.3,1,16000000.0,100.0,Free,0.0,Everyone,Education,"June 11, 2018",1.0.1,4.0 and up
7878,POCKET BOOK CT ABDOMEN,MEDICAL,4.3,0,11000000.0,100.0,Free,0.0,Everyone,Medical,"March 16, 2018",1.0,4.1 and up
7884,Simpli CT,TOOLS,4.2,4,11000000.0,100.0,Free,0.0,Everyone,Tools,"November 30, 2017",1.0.2,4.3 and up
7885,CT Scan Cross Sectional Anatomy,MEDICAL,4.3,10,46000000.0,100.0,Free,0.0,Everyone,Medical,"July 19, 2018",5.0.16,4.1 and up
7887,CT-REMOTE,GAME,3.3,19,1600000.0,100.0,Paid,4.49,Everyone,Action,"February 10, 2015",1.4,2.3 and up
7888,CT CONNECT,PRODUCTIVITY,4.3,2,28000000.0,50.0,Free,0.0,Everyone,Productivity,"August 8, 2017",8.2.1,4.1 and up
7891,CT Pulmonary Angiography,MEDICAL,4.3,0,4900000.0,100.0,Free,0.0,Everyone,Medical,"March 24, 2018",1.0,4.0 and up
7893,Abdominal CT Sectional Walker,MEDICAL,4.3,2,23000000.0,100.0,Paid,9.99,Everyone,Medical,"July 8, 2016",1.1,4.0 and up
7896,CT Checkout,FINANCE,5.0,1,8400000.0,50.0,Free,0.0,Everyone,Finance,"April 20, 2017",1.2,4.2 and up
7897,CT and XR Dose Calculator,MEDICAL,4.3,3,97000.0,50.0,Paid,0.99,Everyone,Medical,"January 22, 2014",2014.01,1.6 and up
